@relation CoreDataSet-Train-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.instance.Resample-S1-Z100.0

@attribute Id numeric
@attribute difficulty {Easy,Easiest,Advanced,'Easiest,Easy',Intermediate,'Advanced,Expert',Expert,'Intermediate,Advanced','Easy,Advanced','Easy,Expert','Intermediate,Advanced,Expert','Easiest,Advanced','Easiest,Expert'}
@attribute Shape__Length numeric
@attribute X numeric
@attribute Y numeric
@attribute Class {0,1,2}

@data
32,Easy,9261.72863,171.881282,-41.609507,1
269,Easy,3217.853171,178.040014,-38.640642,1
67,Easiest,798.280113,176.519544,-38.159507,0
276,Advanced,1131.947017,176.298653,-37.949059,0
351,Intermediate,53855.50795,167.78562,-44.813536,2
321,Easy,4269.919687,172.678059,-34.445827,0
147,Easiest,1500.968132,169.437736,-46.579576,0
20,Advanced,35089.00364,174.858544,-39.340627,2
140,Easy,348.833726,174.111633,-35.284448,0
209,Easiest,970.70192,175.137101,-37.662708,0
25,Easy,17562.7012,172.783555,-34.453403,1
187,Easy,1873.107038,170.250498,-45.844638,1
142,Easiest,1093.34753,175.715037,-36.833084,0
40,Easy,18192.86097,169.259597,-44.713347,1
79,'Advanced,Expert',45410.00684,170.478965,-43.348805,2
270,Advanced,15962.11912,176.246676,-37.800157,1
298,Easy,7946.474761,172.831571,-41.844048,1
249,'Advanced,Expert',31680.65758,171.692142,-43.095396,2
359,Easy,4036.884872,174.193144,-35.221681,1
363,Easy,22119.96399,175.933437,-38.685913,1
177,Intermediate,65134.84337,174.087409,-41.196532,2
48,Easy,4373.612159,170.666706,-45.893187,0
340,Easy,2709.911463,168.389411,-44.775691,0
112,Easy,2458.612226,175.540827,-37.026124,1
310,Advanced,27068.09638,169.812219,-44.029851,1
99,Expert,8290.61593,174.914164,-36.782432,1
249,'Advanced,Expert',31680.65758,171.692142,-43.095396,2
185,Advanced,5731.120804,169.31935,-44.176629,1
362,Advanced,2123.484631,173.738291,-35.21557,0
103,Easy,2244.825728,175.154322,-37.609306,0
300,Advanced,70247.81711,175.62808,-39.290129,2
326,Easy,1306.951378,174.045518,-35.191977,0
166,Easiest,259.749932,170.331346,-43.160405,0
335,Easy,208.282912,173.380355,-34.967306,0
167,Easy,100.49515,167.928178,-44.672785,0
171,Easy,291.435803,173.975779,-36.058133,0
52,Easy,3421.535853,175.998206,-39.020721,0
16,Advanced,125082.131,172.439503,-41.316558,2
299,Advanced,15279.22086,175.388671,-36.192375,1
18,Easy,329.691574,167.156411,-45.463651,0
187,Easy,1873.107038,170.250498,-45.844638,1
400,Advanced,15212.89282,170.644062,-43.77832,1
304,Easy,587.950289,168.66641,-44.983279,0
43,Easiest,445.51052,174.121709,-39.306651,0
21,Easy,1706.756362,172.940216,-40.838768,1
252,Advanced,10723.18039,168.686902,-44.818458,1
254,Easy,5060.519948,169.357478,-45.246475,0
211,'Easiest,Advanced',4692.15523,169.810247,-44.870071,0
206,Expert,7858.156653,176.153181,-37.971362,1
104,Easy,6927.602538,177.700047,-38.468699,1
193,Easiest,710.599218,176.296638,-39.93176,0
130,Easy,8639.90388,176.697858,-38.697279,1
107,Advanced,34817.02606,169.513451,-44.358808,2
354,Easy,744.428672,174.273644,-41.095483,0
269,Easy,3217.853171,178.040014,-38.640642,1
222,Easy,811.209813,170.455389,-45.920678,0
309,Easiest,1256.537599,173.532676,-35.608515,0
304,Easy,587.950289,168.66641,-44.983279,0
286,Advanced,62923.73138,172.491736,-42.391936,2
30,Easy,3965.725559,176.264474,-39.720375,1
337,Advanced,12591.30799,175.454245,-36.158891,0
359,Easy,4036.884872,174.193144,-35.221681,1
42,Advanced,7506.947907,175.77963,-37.463674,1
9,Advanced,3284.209167,171.22407,-43.63237,1
365,Advanced,8407.944413,169.450396,-44.90708,1
29,Easy,719.681471,173.627554,-35.239921,0
37,Advanced,4627.250988,172.695363,-41.182245,1
172,'Intermediate,Advanced,Expert',57544.15386,167.242204,-46.242701,1
377,Advanced,12865.57732,174.082699,-39.327664,1
390,Advanced,11762.16636,173.692537,-41.425915,1
64,Easy,5812.7438,174.861671,-36.806389,1
282,Expert,16597.71381,168.588517,-43.999231,1
95,Easy,3438.489096,171.40168,-42.62704,1
11,Easiest,5921.0808,174.108386,-39.25752,0
96,Easiest,1016.771432,172.616985,-41.690615,0
205,Advanced,12803.32642,175.526895,-40.551229,1
368,Intermediate,19096.69508,175.581001,-39.144497,1
106,Easy,2717.697436,173.850628,-34.994486,0
22,Easy,1590.882815,172.861803,-40.881495,0
171,Easy,291.435803,173.975779,-36.058133,0
45,Easy,4521.378161,177.354973,-37.987406,1
214,'Advanced,Expert',57976.85323,172.36222,-41.405752,2
96,Easiest,1016.771432,172.616985,-41.690615,0
325,'Easy,Advanced',14964.48335,168.850456,-46.059176,0
30,Easy,3965.725559,176.264474,-39.720375,1
334,Easy,4399.801591,175.736485,-37.427996,0
364,Easy,274.102216,169.410963,-44.935836,0
9,Advanced,3284.209167,171.22407,-43.63237,1
307,Easy,732.428721,-176.572908,-43.761778,0
267,Easy,955.570483,170.668048,-45.639454,0
324,Advanced,13195.61637,177.136749,-38.730047,1
7,Advanced,4557.861652,172.551864,-40.634096,0
117,Easiest,151.515708,174.86266,-38.255394,0
179,Advanced,8349.120626,173.321306,-41.567918,1
299,Advanced,15279.22086,175.388671,-36.192375,1
32,Easy,9261.72863,171.881282,-41.609507,1
264,Easiest,89.895016,175.571237,-36.989997,0
204,'Easiest,Easy',11768.40212,174.890259,-36.599845,0
370,Easiest,1693.526664,174.043296,-39.103996,0
90,Easiest,471.474277,170.703804,-45.781449,0
160,Easy,1967.638846,174.936556,-41.343213,1
250,Easy,2252.231112,168.463712,-44.727909,1
103,Easy,2244.825728,175.154322,-37.609306,0
128,Easiest,253.340026,170.699755,-45.874304,0
364,Easy,274.102216,169.410963,-44.935836,0
120,'Intermediate,Advanced',15365.14878,168.66593,-44.463917,1
10,'Easiest,Easy',975.848555,171.327566,-42.115168,0
390,Advanced,11762.16636,173.692537,-41.425915,1
67,Easiest,798.280113,176.519544,-38.159507,0
53,'Advanced,Expert',10389.30038,169.818251,-44.540626,1
221,Easiest,347.853214,170.029211,-43.492498,0
395,'Advanced,Expert',34534.85086,172.784208,-41.853425,2
106,Easy,2717.697436,173.850628,-34.994486,0
278,'Advanced,Expert',4206.429489,169.585198,-44.217976,1
24,Advanced,2946.382344,177.388115,-38.279664,1
199,Expert,11751.04192,171.387958,-42.265246,1
111,Advanced,17462.07339,176.025746,-39.990731,2
250,Easy,2252.231112,168.463712,-44.727909,1
87,Advanced,48400.79337,171.058464,-43.53639,1
115,Advanced,10853.43685,172.692975,-41.129359,1
69,Advanced,4720.027796,175.857056,-37.631957,1
363,Easy,22119.96399,175.933437,-38.685913,1
304,Easy,587.950289,168.66641,-44.983279,0
168,Intermediate,64475.79228,168.258736,-44.880563,2
364,Easy,274.102216,169.410963,-44.935836,0
271,Easiest,265.195776,174.205583,-36.101686,0
100,Advanced,3070.054227,174.990159,-36.777342,0
400,Advanced,15212.89282,170.644062,-43.77832,1
156,Advanced,385.910448,167.381015,-45.747309,0
398,Easy,1112.902843,170.588759,-45.757727,0
210,Intermediate,45641.02679,167.375506,-46.184771,2
185,Advanced,5731.120804,169.31935,-44.176629,1
366,Easy,1252.186524,175.90823,-40.081266,0
174,Easy,3482.189873,173.977597,-35.131336,0
258,Advanced,15536.58578,172.258608,-43.183109,1
312,Easiest,3579.641885,169.970114,-43.446986,0
263,Easiest,609.422979,171.018026,-42.955987,0
283,Easy,892.519195,171.348145,-42.553648,0
69,Advanced,4720.027796,175.857056,-37.631957,1
26,Advanced,4047.873045,176.300688,-39.627293,1
306,Intermediate,9030.798372,174.796649,-38.414508,1
370,Easiest,1693.526664,174.043296,-39.103996,0
70,Easy,3632.311888,172.6957,-34.429123,1
101,Advanced,7343.304934,177.160335,-38.783183,1
57,Easy,47147.35256,172.755615,-34.457326,2
76,Easiest,285.833325,173.799782,-35.19879,0
333,Easy,3432.070434,175.771202,-37.317907,0
173,Easiest,685.077638,171.324149,-42.434374,0
16,Advanced,125082.131,172.439503,-41.316558,2
328,Easy,2474.314319,175.637194,-40.725553,1
288,Easiest,225.475259,171.192469,-42.647555,0
82,Easy,405.583912,173.972534,-41.189484,0
222,Easy,811.209813,170.455389,-45.920678,0
257,Expert,7977.655449,173.572182,-41.463808,1
54,Easy,344.817084,168.548189,-45.066755,1
295,Advanced,4525.194931,173.71706,-35.20065,1
280,Expert,29384.06784,171.656449,-42.931492,2
207,Intermediate,6461.33931,172.781446,-41.836658,1
250,Easy,2252.231112,168.463712,-44.727909,1
269,Easy,3217.853171,178.040014,-38.640642,1
348,Advanced,20104.45271,168.816888,-44.437913,1
329,Easy,587.172263,174.134748,-35.892819,0
248,Easy,574.409899,177.721894,-38.990582,0
14,'Advanced,Expert',11579.62589,167.459286,-45.835736,1
135,Easiest,1331.310221,175.724228,-37.427025,0
8,Advanced,2992.429545,177.800795,-38.984819,1
375,Easiest,704.500823,172.401476,-42.379524,0
70,Easy,3632.311888,172.6957,-34.429123,1
211,'Easiest,Advanced',4692.15523,169.810247,-44.870071,0
390,Advanced,11762.16636,173.692537,-41.425915,1
355,Easy,3408.967142,-176.555991,-43.852168,0
124,Expert,2306.367613,169.624462,-44.378172,0
